"","v_timBn","v_nt_tm","v_eag","v_lag","v_mag","v_pllng","v_pallt","v_n_spc","Nrth_Nr","Sth_Nrt","Sth_Sth","Nrth_St","prcnt_n","prcnt_s","lg_v_lg","log_v_g","lg_v_mg","TIME","PLATEID","TIME.1","PLATEID1","NAME"
"112",0.5,"(0,1]",0.126,0.012,0.069,-99.82,24.1,31,29,2,0,0,93.55,6.45,-4.42284862919414,-2.07147337203066,-2.67364877438488,0.5,104,0.5,10027,"NA TeF"
"113",1.5,"(1,2]",1.8,0.3,1.05,-100.2,37,95,92,3,0,0,96.84,3.16,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"210",1.5,"(1,2]",1.8,0.3,1.05,-101.08,34.5,33,30,3,0,0,90.91,9.09,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"310",1.5,"(1,2]",1.8,0.3,1.05,-101.48,34.5,19,19,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"410",1.5,"(1,2]",1.8,0.3,1.05,-101.68,33.7,30,28,2,0,0,93.33,6.67,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"510",1.5,"(1,2]",1.823,0.292,1.057,-101.68,34.99,27,26,1,0,0,96.3,3.7,-1.23100147671386,0.600483495696526,0.055434706888101,1.5,101,1.5,10024,"NA TeG 2"
"610",1.5,"(1,2]",1.8,0.3,1.05,-102.12,21.8,30,25,5,0,0,83.33,16.67,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,104,1.5,10024,"NA TeG 2"
"710",1.5,"(1,2]",1.8,0.3,1.05,-102.24,42.7,33,32,1,0,0,96.97,3.03,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"810",1.5,"(1,2]",1.8,0.3,1.05,-102.84,43.8,14,14,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"910",1.5,"(1,2]",1.8,0.3,1.05,-103.02,20.3,16,12,4,0,0,75,25,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,104,1.5,10067,"NATrF 4"
"1010",1.5,"(1,2]",2.588,0.003,1.295,-104.67,31.89,20,18,2,0,0,90,10,-5.80914299031403,0.950885376638654,0.258510695151501,1.5,101,1.5,10024,"NA TeG 2"
"114",1.5,"(1,2]",1.807,0.297,1.052,-105.5,39.44,53,52,1,0,0,98.11,1.89,-1.21402314017944,0.591668011610091,0.050693114315518,1.5,101,1.5,10027,"NA TeF"
"121",1.5,"(1,2]",1.8,0.3,1.05,-106.49,32.01,16,16,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"131",1.5,"(1,2]",1.8,0.3,1.05,-106.77,36.51,39,38,1,0,0,97.44,2.56,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"141",1.5,"(1,2]",1.8,0.3,1.05,-107.6,50.71,18,17,1,0,0,94.44,5.56,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"151",1.5,"(1,2]",1.8,0.3,1.05,-109.99,32.02,25,23,2,0,0,92,8,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"161",1.5,"(1,2]",1.8,0.3,1.05,-110.4,50.12,13,12,1,0,0,92.31,7.69,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"171",1.5,"(1,2]",1.8,0.3,1.05,-110.59,31.72,15,15,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10046,"NA TeG 3"
"181",1.5,"(1,2]",1.8,0.3,1.05,-111.45,40.82,14,14,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,178,1.5,10046,"NA TeG 3"
"191",1.5,"(1,2]",1.8,0.3,1.05,-113.86,39.03,14,14,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,178,1.5,10046,"NA TeG 3"
"201",1.5,"(1,2]",1.8,0.3,1.05,-115.96,34.42,16,13,3,0,0,81.25,18.75,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10046,"NA TeG 3"
"211",1.5,"(1,2]",1.8,0.3,1.05,-115.67,32.93,10,10,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,106,1.5,10046,"NA TeG 3"
"221",1.5,"(1,2]",1.804,0.299,1.051,-116.48,32.54,68,62,6,0,0,91.18,8.82,-1.20731170559145,0.590006421640432,0.049742091894814,NA,NA,1.5,10046,"NA TeG 3"
"231",1.5,"(1,2]",1.8,0.3,1.05,-116.41,33.6,78,73,5,0,0,93.59,6.41,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,106,1.5,10027,"NA TeF"
"241",1.5,"(1,2]",1.8,0.3,1.05,-116.78,34.84,37,33,4,0,0,89.19,10.81,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"251",1.5,"(1,2]",1.8,0.3,1.05,-118.22,47.04,10,9,1,0,0,90,10,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,160,1.5,10046,"NA TeG 3"
"261",1.5,"(1,2]",1.8,0.3,1.05,-119.97,37.1,24,21,3,0,0,87.5,12.5,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,176,1.5,10046,"NA TeG 3"
"271",1.5,"(1,2]",1.8,0.3,1.05,-121.85,37.62,23,20,3,0,0,86.96,13.04,-1.20397280432594,0.587786664902119,0.048790164169432,NA,NA,1.5,10046,"NA TeG 3"
"281",1.5,"(1,2]",2.588,0.781,1.685,-136.66,62.94,10,10,0,0,0,100,0,-0.247180129142451,0.950885376638654,0.521765563804325,1.5,125,1.5,10027,"NA TeF"
"291",1.5,"(1,2]",1.8,0.3,1.05,-139.58,68.29,25,25,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,118,1.5,10021,"NA TeG 1"
"301",1.5,"(1,2]",1.826,0.29,1.058,-147.41,64.93,22,22,0,0,0,100,0,-1.23787435600162,0.602127782172777,0.056380333436108,1.5,125,1.5,10027,"NA TeF"
"311",1.5,"(1,2]",1.8,0.3,1.05,-161.6,66.73,14,14,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,118,1.5,10021,"NA TeG 1"
"321",1.5,"(1,2]",2.588,0.012,1.3,-35.66,-7.35,13,0,0,7,6,46.15,53.85,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,201,1.5,10012,"SA TrG 2"
"331",1.5,"(1,2]",2.588,0.012,1.3,-39.42,-3.6,16,0,0,6,10,62.5,37.5,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,201,1.5,10012,"SA TrG 2"
"341",1.5,"(1,2]",2.588,1e-04,1.294,-48.4,-24.69,25,0,0,16,9,36,64,-9.21034037197618,0.950885376638654,0.257738196078709,1.5,201,1.5,20018,"Mata Atlantica_ Araucaria Forest (AH)"
"351",1.5,"(1,2]",2.588,1e-04,1.294,-56.42,-21.26,38,0,0,18,20,52.63,47.37,-9.21034037197618,0.950885376638654,0.257738196078709,1.5,201,1.5,10012,"SA TrG 2"
"361",1.5,"(1,2]",2.588,0.012,1.3,-57.22,-25.12,15,0,0,11,4,26.67,73.33,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,201,1.5,20015,"Chaco"
"371",1.5,"(1,2]",2.588,0.012,1.3,-57.53,-38.15,22,0,0,12,10,45.45,54.55,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,202,1.5,20027,"Pampa"
"381",1.5,"(1,2]",2.588,0.781,1.685,-64.41,-21.76,87,0,0,36,51,58.62,41.38,-0.247180129142451,0.950885376638654,0.521765563804325,1.5,201,1.5,20006,"Andes"
"391",1.5,"(1,2]",2.588,0.012,1.3,-73.79,38.88,11,10,1,0,0,90.91,9.09,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"401",1.5,"(1,2]",1.904,0.262,1.083,-74.96,40.08,37,34,3,0,0,91.89,8.11,-1.33941077522104,0.643956936369174,0.079734968018854,1.5,101,1.5,10027,"NA TeF"
"411",1.5,"(1,2]",1.8,0.3,1.05,-76.97,39.73,28,27,1,0,0,96.43,3.57,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"421",1.5,"(1,2]",2.588,0.012,1.3,-77.35,39.58,23,22,1,0,0,95.65,4.35,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"431",1.5,"(1,2]",1.8,0.3,1.05,-78.47,39.54,91,88,3,0,0,96.7,3.3,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"441",1.5,"(1,2]",2.189,0.158,1.173,-79.1,38.6,84,83,1,0,0,98.81,1.19,-1.84516024595517,0.783444818540726,0.159564569671338,1.5,101,1.5,10027,"NA TeF"
"451",1.5,"(1,2]",2.588,0.013,1.3,-79.76,38.28,11,10,1,0,0,90.91,9.09,-4.3428059215206,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"461",1.5,"(1,2]",2.588,0.012,1.3,-80.08,32.5,23,16,7,0,0,69.57,30.43,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"471",1.5,"(1,2]",2.588,0.01,1.299,-80.31,37.57,30,28,2,0,0,93.33,6.67,-4.60517018598809,0.950885376638654,0.261594737688462,1.5,101,1.5,10027,"NA TeF"
"481",1.5,"(1,2]",2.132,0.179,1.155,-80.22,33.1,12,9,3,0,0,75,25,-1.72036947314138,0.757060506303598,0.144100343973757,1.5,101,1.5,10027,"NA TeF"
"491",1.5,"(1,2]",1.8,0.3,1.05,-80.62,27.77,13,9,4,0,0,69.23,30.77,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"501",1.5,"(1,2]",2.588,0.012,1.3,-81.32,31.16,14,11,3,0,0,78.57,21.43,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"511",1.5,"(1,2]",1.8,0.3,1.05,-81.76,27.85,34,24,10,0,0,70.59,29.41,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,233,1.5,10027,"NA TeF"
"521",1.5,"(1,2]",1.8,0.3,1.05,-81.82,26.93,34,26,8,0,0,76.47,23.53,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,233,1.5,10027,"NA TeF"
"531",1.5,"(1,2]",1.8,0.3,1.05,-81.94,28.75,51,43,8,0,0,84.31,15.69,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"541",1.5,"(1,2]",1.8,0.3,1.05,-81.9,29.75,22,18,4,0,0,81.82,18.18,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"551",1.5,"(1,2]",1.997,0.228,1.112,-82.27,36.55,25,25,0,0,0,100,0,-1.4784096500277,0.691646054433678,0.106160195828391,1.5,101,1.5,10027,"NA TeF"
"561",1.5,"(1,2]",1.8,0.3,1.05,-82.27,27.66,40,33,7,0,0,82.5,17.5,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,233,1.5,10027,"NA TeF"
"571",1.5,"(1,2]",1.8,0.3,1.05,-82.35,29.49,62,51,11,0,0,82.26,17.74,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"581",1.5,"(1,2]",1.8,0.3,1.05,-82.47,28.96,29,26,3,0,0,89.66,10.34,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"591",1.5,"(1,2]",2.588,0.012,1.3,-82.82,36.3,20,20,0,0,0,100,0,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"601",1.5,"(1,2]",2.588,0.012,1.3,-83.83,35.99,19,18,1,0,0,94.74,5.26,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"611",1.5,"(1,2]",2.588,0.012,1.3,-84.58,34.15,41,39,2,0,0,95.12,4.88,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"621",1.5,"(1,2]",1.8,0.3,1.05,-87.68,34.66,13,11,2,0,0,84.62,15.38,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"631",1.5,"(1,2]",2.588,0.126,1.357,-89.13,13.73,12,8,4,0,0,66.67,33.33,-2.07147337203066,0.950885376638654,0.305276380852732,1.5,204,1.5,10018,"NATrF 1"
"641",1.5,"(1,2]",2.588,0.012,1.3,-90.17,42.39,12,11,1,0,0,91.67,8.33,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10024,"NA TeG 2"
"651",1.5,"(1,2]",2.588,0.012,1.3,-91.19,31.53,10,7,3,0,0,70,30,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10027,"NA TeF"
"661",1.5,"(1,2]",1.8,0.3,1.05,-92.97,35.98,41,40,1,0,0,97.56,2.44,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10027,"NA TeF"
"671",1.5,"(1,2]",1.8,0.3,1.05,-95.75,41.88,29,27,2,0,0,93.1,6.9,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"681",1.5,"(1,2]",1.8,0.3,1.05,-96.35,41.18,17,16,1,0,0,94.12,5.88,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"691",1.5,"(1,2]",2.588,0.012,1.3,-97.23,28.11,13,9,4,0,0,69.23,30.77,-4.42284862919414,0.950885376638654,0.262364264467491,1.5,101,1.5,10024,"NA TeG 2"
"701",1.5,"(1,2]",1.8,0.3,1.05,-97.36,38.29,46,43,3,0,0,93.48,6.52,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"711",1.5,"(1,2]",1.8,0.3,1.05,-97.89,38.69,44,42,2,0,0,95.45,4.55,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"721",1.5,"(1,2]",1.8,0.3,1.05,-97.85,39.79,22,21,1,0,0,95.45,4.55,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"731",1.5,"(1,2]",1.8,0.3,1.05,-97.85,40.34,57,55,2,0,0,96.49,3.51,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"741",1.5,"(1,2]",1.8,0.3,1.05,-98.68,34.39,17,14,3,0,0,82.35,17.65,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"751",1.5,"(1,2]",1.8,0.3,1.05,-99.16,38.89,16,16,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"761",1.5,"(1,2]",1.8,0.3,1.05,-99.15,40.19,14,14,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"771",1.5,"(1,2]",1.8,0.3,1.05,-99.45,33.84,82,76,6,0,0,92.68,7.32,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"781",1.5,"(1,2]",1.8,0.3,1.05,-99.59,45.43,26,26,0,0,0,100,0,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"791",1.5,"(1,2]",1.8,0.3,1.05,-99.67,36.69,23,22,1,0,0,95.65,4.35,-1.20397280432594,0.587786664902119,0.048790164169432,1.5,101,1.5,10024,"NA TeG 2"
"115",2.5,"(2,3]",4.9,0.3,2.6,-106.06,32.03,14,10,4,0,0,71.43,28.57,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10027,"NA TeF"
"212",2.5,"(2,3]",4.9,0.3,2.6,-108.84,32.63,15,14,1,0,0,93.33,6.67,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10027,"NA TeF"
"312",2.5,"(2,3]",4.9,0.3,2.6,-111.72,35.77,14,14,0,0,0,100,0,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10046,"NA TeG 3"
"412",2.5,"(2,3]",4.9,0.3,2.6,-81.5,29.64,26,18,8,0,0,69.23,30.77,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10027,"NA TeF"
"512",2.5,"(2,3]",4.9,0.3,2.6,-81.96,29.53,17,9,8,0,0,52.94,47.06,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10027,"NA TeF"
"612",2.5,"(2,3]",4.9,0.3,2.6,-96.62,42.95,10,9,1,0,0,90,10,-1.20397280432594,1.58923520511658,0.955511445027436,2.5,101,2.5,10024,"NA TeG 2"
"116",3.5,"(3,4]",4.9,1.8,3.35,-99.69,37.15,113,111,2,0,0,98.23,1.77,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"213",3.5,"(3,4]",4.9,1.8,3.35,-99.22,42.68,36,36,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"313",3.5,"(3,4]",4.9,1.8,3.35,-100.21,21.1,31,24,7,0,0,77.42,22.58,0.587786664902119,1.58923520511658,1.20896034583698,3.5,104,3.5,10024,"NA TeG 2"
"413",3.5,"(3,4]",4.9,1.8,3.35,-100.2,37.08,21,21,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"513",3.5,"(3,4]",4.9,1.8,3.35,-100.27,32.7,47,47,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"613",3.5,"(3,4]",4.9,1.8,3.35,-100.44,33.68,41,38,3,0,0,92.68,7.32,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"712",3.5,"(3,4]",4.9,1.8,3.35,-100.6,19.69,10,10,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,215,3.5,10027,"NA TeF"
"811",3.5,"(3,4]",4.9,1.8,3.35,-100.23,41.98,12,12,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"911",3.5,"(3,4]",4.9,1.8,3.35,-100.96,34.87,28,25,3,0,0,89.29,10.71,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"1011",3.5,"(3,4]",4.9,1.8,3.35,-101.64,41.39,15,14,1,0,0,93.33,6.67,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"117",3.5,"(3,4]",4.9,1.8,3.35,-101.82,35.4,12,11,1,0,0,91.67,8.33,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"122",3.5,"(3,4]",4.9,1.8,3.35,-102.34,41.7,27,25,2,0,0,92.59,7.41,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"132",3.5,"(3,4]",4.9,1.8,3.35,-104.56,31.52,35,31,4,0,0,88.57,11.43,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"142",3.5,"(3,4]",4.9,1.8,3.35,-104.3,37.32,13,12,1,0,0,92.31,7.69,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10024,"NA TeG 2"
"152",3.5,"(3,4]",4.9,1.8,3.35,-106.06,32.03,19,17,2,0,0,89.47,10.53,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"162",3.5,"(3,4]",4.9,1.8,3.35,-106.65,33.13,16,16,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"172",3.5,"(3,4]",4.9,1.8,3.35,-106.34,34.03,11,10,1,0,0,90.91,9.09,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"182",3.5,"(3,4]",4.9,1.8,3.35,-106.8,28.53,12,12,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"192",3.5,"(3,4]",4.9,1.8,3.35,-107.85,33.04,13,13,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"202",3.5,"(3,4]",4.9,1.8,3.35,-108.42,32.88,35,32,3,0,0,91.43,8.57,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"214",3.5,"(3,4]",4.9,1.8,3.35,-108.8,32.74,10,10,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"222",3.5,"(3,4]",4.9,1.8,3.35,-107.19,22.16,18,17,1,0,0,94.44,5.56,0.587786664902119,1.58923520511658,1.20896034583698,3.5,105,3.5,10046,"NA TeG 3"
"232",3.5,"(3,4]",4.9,1.8,3.35,-108.95,33.05,47,43,4,0,0,91.49,8.51,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"242",3.5,"(3,4]",4.9,1.8,3.35,-109.31,32.95,12,12,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"252",3.5,"(3,4]",4.9,1.8,3.35,-109.61,32.04,71,67,4,0,0,94.37,5.63,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10046,"NA TeG 3"
"262",3.5,"(3,4]",4.9,1.8,3.35,-111.28,34.84,17,17,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10027,"NA TeF"
"272",3.5,"(3,4]",4.9,1.8,3.35,-111.83,34.58,22,22,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,101,3.5,10046,"NA TeG 3"
"282",3.5,"(3,4]",4.9,1.8,3.35,-113.6,37.89,26,26,0,0,0,100,0,0.587786664902119,1.58923520511658,1.20896034583698,3.5,178,3.5,10046,"NA TeG 3"
"292",3.5,"(3,4]",4.9,1.8,3.35,-113.87,31.79,33,28,5,0,0,84.85,15.15,0.587786664902119,1.58923520511658,1.20896034583698,3.5,106,3.5,10046,"NA TeG 3"
